NAME;TIME;LAT;LON;INTENSITY;STORM_SPEED;STORM_DIR
VERNA;1977-04-29 06:00:00;-9.1;132.6;30;7;255
VERNA;1977-04-29 09:00:00;-9.2;132.3;33;8;255
VERNA;1977-04-29 12:00:00;-9.3;131.9;35;9;260
VERNA;1977-04-29 15:00:00;-9.3;131.4;38;10;260
VERNA;1977-04-29 18:00:00;-9.4;130.9;40;11;255
VERNA;1977-04-29 21:00:00;-9.6;130.3;45;10;255
VERNA;1977-04-30 00:00:00;-9.7;129.9;50;7;255
VERNA;1977-04-30 03:00:00;-9.8;129.7;50;4;255
VERNA;1977-04-30 06:00:00;-9.8;129.5;50;3;260
VERNA;1977-04-30 09:00:00;-9.8;129.3;53;3;260
VERNA;1977-04-30 12:00:00;-9.9;129.2;55;4;260
VERNA;1977-04-30 15:00:00;-9.9;128.9;58;5;255
VERNA;1977-04-30 18:00:00;-10;128.7;60;5;250
VERNA;1977-04-30 21:00:00;-10;128.5;65;4;240
VERNA;1977-05-01 00:00:00;-10.2;128.4;70;3;190
VERNA;1977-05-01 03:00:00;-10.3;128.4;63;4;140
VERNA;1977-05-01 06:00:00;-10.4;128.6;55;4;120
VERNA;1977-05-01 09:00:00;-10.5;128.8;53;4;110
VERNA;1977-05-01 12:00:00;-10.5;129;50;4;115
VERNA;1977-05-01 15:00:00;-10.7;129.2;45;4;125
VERNA;1977-05-01 18:00:00;-10.8;129.4;40;4;120
VERNA;1977-05-01 21:00:00;-10.9;129.5;35;4;110
VERNA;1977-05-02 00:00:00;-10.9;129.7;30;4;105
VERNA;1977-05-02 03:00:00;-11;129.9;;4;95
VERNA;1977-05-02 06:00:00;-11;130.1;;3;75
VERNA;1977-05-02 09:00:00;-10.9;130.2;;3;315
VERNA;1977-05-02 12:00:00;-10.8;129.9;;14;285
VERNA;1977-05-02 15:00:00;-10.5;128.9;;14;285
VERNA;1977-05-02 18:00:00;-10.4;128.5;;8;295
VERNA;1977-05-02 21:00:00;-10.2;128.2;;8;295
VERNA;1977-05-03 00:00:00;-10;127.8;20;8;295
CELIMENE:SAM;1977-12-13 00:00:00;-7.6;96.5;20;16;255
CELIMENE:SAM;1977-12-13 03:00:00;-7.8;95.7;20;16;255
CELIMENE:SAM;1977-12-13 06:00:00;-8;94.9;25;16;255
CELIMENE:SAM;1977-12-13 09:00:00;-8.2;94.2;25;16;255
CELIMENE:SAM;1977-12-13 12:00:00;-8.4;93.4;25;16;255
CELIMENE:SAM;1977-12-13 15:00:00;-8.6;92.6;25;16;255
CELIMENE:SAM;1977-12-13 18:00:00;-8.8;91.8;25;17;250
CELIMENE:SAM;1977-12-13 21:00:00;-9.1;91;25;17;250
CELIMENE:SAM;1977-12-14 00:00:00;-9.4;90.2;25;15;250
TRUDY;1978-01-10 00:00:00;-10.6;129;20;20;270
TRUDY;1978-01-10 03:00:00;-10.6;128;25;20;270
TRUDY;1978-01-10 06:00:00;-10.7;127;25;19;265
TRUDY;1978-01-10 09:00:00;-10.7;126;25;19;265
TRUDY;1978-01-10 12:00:00;-10.8;125.1;25;17;265
TRUDY;1978-01-10 15:00:00;-10.8;124.2;25;16;265
TRUDY;1978-01-10 18:00:00;-10.9;123.4;25;16;260
TRUDY;1978-01-10 21:00:00;-11.1;122.6;25;17;255
TRUDY;1978-01-11 00:00:00;-11.3;121.8;25;20;255
TRUDY;1978-01-11 03:00:00;-11.6;120.7;25;22;255
TRUDY;1978-01-11 06:00:00;-11.9;119.5;30;24;255
TRUDY;1978-01-11 09:00:00;-12.2;118.3;30;25;255
TRUDY;1978-01-11 12:00:00;-12.6;117.1;30;24;255
TRUDY;1978-01-11 15:00:00;-12.9;115.9;30;23;250
TRUDY;1978-01-11 18:00:00;-13.3;114.8;30;23;250
TRUDY;1978-01-11 21:00:00;-13.6;113.7;35;23;255
TRUDY;1978-01-12 00:00:00;-13.9;112.6;40;22;260
TRUDY;1978-01-12 03:00:00;-14;111.5;45;21;265
TRUDY;1978-01-12 06:00:00;-14;110.4;50;21;275
TRUDY;1978-01-12 09:00:00;-13.8;109.3;50;21;280
TRUDY;1978-01-12 12:00:00;-13.6;108.3;50;19;280
TRUDY;1978-01-12 15:00:00;-13.4;107.4;50;18;280
TRUDY;1978-01-12 18:00:00;-13.3;106.5;50;16;280
TRUDY;1978-01-12 21:00:00;-13.1;105.8;55;14;280
TRUDY;1978-01-13 00:00:00;-13;105.1;55;13;280
TRUDY;1978-01-13 03:00:00;-12.9;104.4;60;12;270
TRUDY;1978-01-13 06:00:00;-13;103.8;65;11;265
TRUDY;1978-01-13 09:00:00;-13.1;103.3;70;10;250
TRUDY;1978-01-13 12:00:00;-13.3;102.8;75;11;245
TRUDY;1978-01-13 15:00:00;-13.6;102.3;75;11;235
TRUDY;1978-01-13 18:00:00;-13.9;101.9;75;11;230
TRUDY;1978-01-13 21:00:00;-14.3;101.5;80;11;230
TRUDY;1978-01-14 00:00:00;-14.6;101;80;11;225
TRUDY;1978-01-14 03:00:00;-15;100.6;80;11;225
TRUDY;1978-01-14 06:00:00;-15.4;100.2;80;11;230
TRUDY;1978-01-14 09:00:00;-15.8;99.7;80;12;235
TRUDY;1978-01-14 12:00:00;-16.1;99.2;80;12;240
TRUDY;1978-01-14 15:00:00;-16.4;98.6;75;13;240
TRUDY;1978-01-14 18:00:00;-16.7;98;70;13;245
TRUDY;1978-01-14 21:00:00;-16.9;97.4;70;12;250
TRUDY;1978-01-15 00:00:00;-17.1;96.8;70;12;255
TRUDY;1978-01-15 03:00:00;-17.2;96.2;70;12;260
TRUDY;1978-01-15 06:00:00;-17.3;95.5;70;12;260
TRUDY;1978-01-15 09:00:00;-17.4;94.9;75;11;265
TRUDY;1978-01-15 12:00:00;-17.4;94.4;80;11;265
TRUDY;1978-01-15 15:00:00;-17.4;93.8;85;11;265
TRUDY;1978-01-15 18:00:00;-17.4;93.2;85;11;265
TRUDY;1978-01-15 21:00:00;-17.5;92.7;85;10;260
TRUDY;1978-01-16 00:00:00;-17.6;92.2;90;10;260
TRUDY;1978-01-16 03:00:00;-17.7;91.7;90;9;260
TRUDY;1978-01-16 06:00:00;-17.8;91.2;90;9;255
TRUDY;1978-01-16 09:00:00;-17.9;90.8;90;8;255
TRUDY;1978-01-16 12:00:00;-18;90.4;90;8;255
VERN;1978-01-27 01:00:00;-16;114.8;25;8;270
VERN;1978-01-27 03:00:00;-16;114.5;25;8;270
VERN;1978-01-27 04:00:00;-16;114.4;25;7;270
VERN;1978-01-27 06:00:00;-16;114.2;25;7;270
VERN;1978-01-27 07:00:00;-16;114.1;25;7;270
VERN;1978-01-27 09:00:00;-16;113.8;25;7;270
VERN;1978-01-27 10:00:00;-16;113.7;25;8;270
VERN;1978-01-27 12:00:00;-16;113.4;28;9;275
VERN;1978-01-27 13:00:00;-16;113.2;30;9;285
VERN;1978-01-27 15:00:00;-15.9;112.9;30;9;290
VERN;1978-01-27 16:00:00;-15.8;112.8;30;9;290
VERN;1978-01-27 18:00:00;-15.7;112.5;30;9;285
VERN;1978-01-27 19:00:00;-15.7;112.3;30;9;280
VERN;1978-01-27 21:00:00;-15.6;112;30;9;280
VERN;1978-01-27 22:00:00;-15.6;111.9;30;9;275
VERN;1978-01-28 00:00:00;-15.6;111.5;37;10;270
VERN;1978-01-28 01:00:00;-15.6;111.4;40;11;265
VERN;1978-01-28 03:00:00;-15.7;111;40;11;265
VERN;1978-01-28 04:00:00;-15.7;110.8;40;10;260
VERN;1978-01-28 06:00:00;-15.8;110.4;43;11;255
VERN;1978-01-28 07:00:00;-15.8;110.3;45;12;250
VERN;1978-01-28 09:00:00;-15.9;109.9;48;11;245
VERN;1978-01-28 10:00:00;-16;109.7;50;7;215
VERN;1978-01-28 12:00:00;-16.2;109.7;50;6;175
VERN;1978-01-28 13:00:00;-16.3;109.8;50;11;110
VERN;1978-01-28 15:00:00;-16.4;110.2;50;14;100
VERN;1978-01-28 16:00:00;-16.4;110.5;50;17;90
VERN;1978-01-28 18:00:00;-16.4;111.1;53;16;85
VERN;1978-01-28 19:00:00;-16.4;111.4;55;16;80
VERN;1978-01-28 21:00:00;-16.3;111.9;58;15;80
VERN;1978-01-28 22:00:00;-16.2;112.1;60;14;80
VERN;1978-01-29 00:00:00;-16.1;112.6;60;12;75
VERN;1978-01-29 01:00:00;-16.1;112.8;60;8;75
VERN;1978-01-29 03:00:00;-16;113;60;7;75
VERN;1978-01-29 04:00:00;-16;113.1;60;6;70
VERN;1978-01-29 06:00:00;-15.9;113.3;60;6;75
VERN;1978-01-29 07:00:00;-15.9;113.4;60;7;75
VERN;1978-01-29 09:00:00;-15.9;113.6;60;7;80
VERN;1978-01-29 10:00:00;-15.8;113.7;60;6;80
VERN;1978-01-29 12:00:00;-15.8;114;63;6;80
VERN;1978-01-29 13:00:00;-15.8;114.1;65;6;80
VERN;1978-01-29 15:00:00;-15.8;114.2;68;6;80
VERN;1978-01-29 16:00:00;-15.7;114.3;70;6;80
VERN;1978-01-29 18:00:00;-15.7;114.5;70;6;80
VERN;1978-01-29 19:00:00;-15.7;114.6;70;6;85
VERN;1978-01-29 21:00:00;-15.7;114.9;70;6;90
VERN;1978-01-29 22:00:00;-15.7;115;70;7;95
VERN;1978-01-30 00:00:00;-15.7;115.2;70;8;95
VERN;1978-01-30 01:00:00;-15.7;115.4;70;10;100
VERN;1978-01-30 03:00:00;-15.8;115.8;70;11;100
VERN;1978-01-30 04:00:00;-15.8;116;70;12;100
VERN;1978-01-30 06:00:00;-15.9;116.4;73;12;100
VERN;1978-01-30 07:00:00;-15.9;116.6;75;12;100
VERN;1978-01-30 09:00:00;-16;117;75;11;105
VERN;1978-01-30 10:00:00;-16;117.2;75;11;105
VERN;1978-01-30 12:00:00;-16.2;117.5;75;11;105
VERN;1978-01-30 13:00:00;-16.2;117.7;75;11;105
VERN;1978-01-30 15:00:00;-16.3;118.1;75;11;105
VERN;1978-01-30 16:00:00;-16.4;118.3;75;12;105
VERN;1978-01-30 18:00:00;-16.5;118.7;78;13;110
VERN;1978-01-30 19:00:00;-16.6;118.9;80;13;110
VERN;1978-01-30 21:00:00;-16.7;119.3;80;12;110
VERN;1978-01-30 22:00:00;-16.8;119.5;80;12;115
VERN;1978-01-31 00:00:00;-16.9;119.9;80;11;115
VERN;1978-01-31 01:00:00;-17;120;80;9;120
VERN;1978-01-31 03:00:00;-17.2;120.3;80;8;125
VERN;1978-01-31 04:00:00;-17.3;120.4;80;8;130
VERN;1978-01-31 06:00:00;-17.4;120.6;80;8;135
VERN;1978-01-31 07:00:00;-17.5;120.7;80;8;130
VERN;1978-01-31 09:00:00;-17.7;120.9;80;8;130
VERN;1978-01-31 10:00:00;-17.8;121;80;7;135
VERN;1978-01-31 12:00:00;-18;121.2;80;6;140
VERN;1978-01-31 13:00:00;-18;121.2;80;5;140
VERN;1978-01-31 15:00:00;-18.2;121.3;80;5;145
VERN;1978-01-31 16:00:00;-18.2;121.4;80;4;160
VERN;1978-01-31 18:00:00;-18.4;121.4;80;4;165
VERN;1978-01-31 19:00:00;-18.4;121.4;80;4;165
VERN;1978-01-31 21:00:00;-18.6;121.4;80;4;175
VERN;1978-01-31 22:00:00;-18.6;121.4;80;4;185
VERN;1978-02-01 00:00:00;-18.8;121.4;80;5;0
VERN;1978-02-01 01:00:00;-18.9;121.4;80;6;190
VERN;1978-02-01 03:00:00;-19.1;121.4;80;6;190
VERN;1978-02-01 04:00:00;-19.2;121.3;80;6;200
VERN;1978-02-01 06:00:00;-19.3;121.3;73;6;200
VERN;1978-02-01 07:00:00;-19.4;121.2;70;6;210
VERN;1978-02-01 09:00:00;-19.6;121.1;67;6;210
VERN;1978-02-01 10:00:00;-19.7;121.1;65;6;215
VERN;1978-02-01 12:00:00;-19.9;121;62;6;215
VERN;1978-02-01 13:00:00;-19.9;120.9;60;6;215
WINNIE;1978-03-20 18:00:00;-14.8;90;95;7;145
WINNIE;1978-03-20 21:00:00;-15.1;90.2;100;7;135
WINNIE;1978-03-21 00:00:00;-15.3;90.5;100;6;120
WINNIE;1978-03-21 03:00:00;-15.4;90.8;100;6;110
WINNIE;1978-03-21 06:00:00;-15.5;91;100;6;105
WINNIE;1978-03-21 09:00:00;-15.5;91.3;95;6;100
WINNIE;1978-03-21 12:00:00;-15.6;91.7;90;7;95
WINNIE;1978-03-21 15:00:00;-15.6;92.1;90;7;90
WINNIE;1978-03-21 18:00:00;-15.6;92.5;85;8;95
WINNIE;1978-03-21 21:00:00;-15.6;92.9;85;8;95
WINNIE;1978-03-22 00:00:00;-15.7;93.3;80;10;100
WINNIE;1978-03-22 03:00:00;-15.8;93.8;80;11;100
WINNIE;1978-03-22 06:00:00;-15.9;94.4;80;10;110
WINNIE;1978-03-22 09:00:00;-16.1;94.9;80;9;120
WINNIE;1978-03-22 12:00:00;-16.4;95.2;80;8;135
WINNIE;1978-03-22 15:00:00;-16.7;95.4;80;6;165
WINNIE;1978-03-22 18:00:00;-17;95.3;80;6;205
WINNIE;1978-03-22 21:00:00;-17.2;95.2;80;6;220
WINNIE;1978-03-23 00:00:00;-17.4;95;80;3;245
WINNIE;1978-03-23 03:00:00;-17.4;94.9;80;2;305
WINNIE;1978-03-23 06:00:00;-17.3;94.8;80;3;325
WINNIE;1978-03-23 09:00:00;-17.1;94.7;75;3;330
WINNIE;1978-03-23 12:00:00;-17;94.6;70;2;355
WINNIE;1978-03-23 15:00:00;-16.9;94.7;65;2;25
WINNIE;1978-03-23 18:00:00;-16.8;94.7;60;3;30
WINNIE;1978-03-23 21:00:00;-16.7;94.8;60;3;30
WINNIE;1978-03-24 00:00:00;-16.5;94.9;60;4;30
WINNIE;1978-03-24 03:00:00;-16.3;95;60;4;30
WINNIE;1978-03-24 06:00:00;-16.2;95.1;60;3;5
WINNIE;1978-03-24 09:00:00;-16;95.1;60;2;315
WINNIE;1978-03-24 12:00:00;-16;94.9;60;4;250
WINNIE;1978-03-24 15:00:00;-16.1;94.7;60;7;235
WINNIE;1978-03-24 18:00:00;-16.3;94.4;60;8;230
WINNIE;1978-03-24 21:00:00;-16.6;94.1;60;9;225
WINNIE;1978-03-25 00:00:00;-17;93.8;60;8;220
WINNIE;1978-03-25 03:00:00;-17.2;93.5;60;7;225
WINNIE;1978-03-25 06:00:00;-17.5;93.2;60;7;230
WINNIE;1978-03-25 09:00:00;-17.7;93;60;7;235
WINNIE;1978-03-25 12:00:00;-17.9;92.7;55;7;235
WINNIE;1978-03-25 15:00:00;-18.1;92.4;55;7;235
WINNIE;1978-03-25 18:00:00;-18.3;92.1;55;7;240
WINNIE;1978-03-25 21:00:00;-18.4;91.8;55;7;240
WINNIE;1978-03-26 00:00:00;-18.6;91.4;55;9;245
WINNIE;1978-03-26 03:00:00;-18.8;91;55;11;240
WINNIE;1978-03-26 06:00:00;-19.1;90.5;55;11;235
WINNIE;1978-03-26 09:00:00;-19.5;90;55;11;225
ALBY;1978-03-27 00:00:00;-13.7;115;;2;220
ALBY;1978-03-27 01:00:00;-13.7;115;20;2;220
ALBY;1978-03-27 03:00:00;-13.8;114.9;20;3;220
ALBY;1978-03-27 04:00:00;-13.8;114.9;20;3;220
ALBY;1978-03-27 06:00:00;-13.9;114.8;20;3;220
ALBY;1978-03-27 07:00:00;-13.9;114.8;20;3;230
ALBY;1978-03-27 09:00:00;-14;114.7;20;3;235
ALBY;1978-03-27 10:00:00;-14;114.7;20;4;240
ALBY;1978-03-27 12:00:00;-14.1;114.5;23;5;240
ALBY;1978-03-27 13:00:00;-14.1;114.5;25;5;240
ALBY;1978-03-27 15:00:00;-14.2;114.3;25;5;240
ALBY;1978-03-27 16:00:00;-14.3;114.2;25;6;240
ALBY;1978-03-27 18:00:00;-14.4;114;25;6;235
ALBY;1978-03-27 19:00:00;-14.4;114;25;4;235
ALBY;1978-03-27 21:00:00;-14.5;113.9;25;4;235
ALBY;1978-03-27 22:00:00;-14.5;113.8;25;3;240
ALBY;1978-03-28 00:00:00;-14.6;113.7;25;4;245
ALBY;1978-03-28 01:00:00;-14.6;113.6;25;4;255
ALBY;1978-03-28 03:00:00;-14.7;113.5;25;4;255
ALBY;1978-03-28 04:00:00;-14.7;113.4;25;4;260
ALBY;1978-03-28 06:00:00;-14.7;113.3;25;4;255
ALBY;1978-03-28 07:00:00;-14.7;113.2;25;5;250
ALBY;1978-03-28 09:00:00;-14.8;113.1;28;5;245
ALBY;1978-03-28 10:00:00;-14.8;113;30;5;245
ALBY;1978-03-28 12:00:00;-14.9;112.8;30;5;240
ALBY;1978-03-28 13:00:00;-14.9;112.8;30;5;235
ALBY;1978-03-28 15:00:00;-15;112.6;30;5;230
ALBY;1978-03-28 16:00:00;-15.1;112.6;30;5;225
ALBY;1978-03-28 18:00:00;-15.2;112.4;30;5;215
ALBY;1978-03-28 19:00:00;-15.3;112.4;30;6;210
ALBY;1978-03-28 21:00:00;-15.5;112.3;30;6;200
ALBY;1978-03-28 22:00:00;-15.6;112.3;30;6;200
ALBY;1978-03-29 00:00:00;-15.8;112.2;30;6;195
ALBY;1978-03-29 01:00:00;-15.8;112.2;30;5;195
ALBY;1978-03-29 03:00:00;-16;112.1;30;4;195
ALBY;1978-03-29 04:00:00;-16;112.1;30;4;195
ALBY;1978-03-29 06:00:00;-16.2;112.1;33;4;200
ALBY;1978-03-29 07:00:00;-16.3;112.1;35;5;200
ALBY;1978-03-29 09:00:00;-16.4;112;35;5;200
ALBY;1978-03-29 10:00:00;-16.5;112;35;5;200
ALBY;1978-03-29 12:00:00;-16.7;111.9;38;5;200
ALBY;1978-03-29 13:00:00;-16.7;111.9;40;5;200
ALBY;1978-03-29 15:00:00;-16.9;111.8;40;5;200
ALBY;1978-03-29 16:00:00;-17;111.8;40;5;195
ALBY;1978-03-29 18:00:00;-17.1;111.7;43;5;195
ALBY;1978-03-29 19:00:00;-17.2;111.7;45;5;195
ALBY;1978-03-29 21:00:00;-17.4;111.7;48;5;195
ALBY;1978-03-29 22:00:00;-17.4;111.7;50;5;200
ALBY;1978-03-30 00:00:00;-17.6;111.6;50;5;200
ALBY;1978-03-30 01:00:00;-17.6;111.6;50;5;205
ALBY;1978-03-30 03:00:00;-17.8;111.5;50;4;205
ALBY;1978-03-30 04:00:00;-17.8;111.5;50;4;210
ALBY;1978-03-30 06:00:00;-18;111.4;50;4;210
ALBY;1978-03-30 07:00:00;-18;111.4;50;4;210
ALBY;1978-03-30 09:00:00;-18.1;111.3;50;4;215
ALBY;1978-03-30 10:00:00;-18.2;111.2;50;4;225
ALBY;1978-03-30 12:00:00;-18.3;111.1;53;5;230
ALBY;1978-03-30 13:00:00;-18.3;111.1;55;5;240
ALBY;1978-03-30 15:00:00;-18.4;110.9;55;5;240
ALBY;1978-03-30 16:00:00;-18.5;110.8;55;6;240
ALBY;1978-03-30 18:00:00;-18.6;110.6;58;6;240
ALBY;1978-03-30 19:00:00;-18.6;110.5;60;6;245
ALBY;1978-03-30 21:00:00;-18.7;110.4;63;5;245
ALBY;1978-03-30 22:00:00;-18.7;110.3;65;5;245
ALBY;1978-03-31 00:00:00;-18.8;110.1;68;5;245
ALBY;1978-03-31 01:00:00;-18.8;110.1;70;4;245
ALBY;1978-03-31 03:00:00;-18.9;109.9;73;4;240
ALBY;1978-03-31 04:00:00;-18.9;109.9;75;4;240
ALBY;1978-03-31 06:00:00;-19;109.7;78;4;240
ALBY;1978-03-31 07:00:00;-19;109.7;80;4;240
ALBY;1978-03-31 09:00:00;-19.1;109.5;80;4;240
ALBY;1978-03-31 10:00:00;-19.1;109.5;80;4;240
ALBY;1978-03-31 12:00:00;-19.2;109.3;83;5;240
ALBY;1978-03-31 13:00:00;-19.2;109.3;85;5;240
ALBY;1978-03-31 15:00:00;-19.3;109.1;88;5;240
ALBY;1978-03-31 16:00:00;-19.4;109;90;6;240
ALBY;1978-03-31 18:00:00;-19.5;108.8;90;6;235
ALBY;1978-03-31 19:00:00;-19.5;108.8;90;6;235
ALBY;1978-03-31 21:00:00;-19.6;108.6;90;6;230
ALBY;1978-03-31 22:00:00;-19.7;108.5;90;6;230
ALBY;1978-04-01 00:00:00;-19.8;108.3;90;6;235
ALBY;1978-04-01 01:00:00;-19.9;108.2;90;7;240
ALBY;1978-04-01 03:00:00;-20;108;93;8;240
BRENDA;1978-04-05 00:00:00;-11;120.4;;4;230
BRENDA;1978-04-05 01:00:00;-11;120.3;20;5;230
BRENDA;1978-04-05 03:00:00;-11.1;120.2;20;5;230
BRENDA;1978-04-05 04:00:00;-11.2;120.1;20;5;235
BRENDA;1978-04-05 06:00:00;-11.3;120;23;5;235
BRENDA;1978-04-05 07:00:00;-11.3;119.9;25;5;240
BRENDA;1978-04-05 09:00:00;-11.4;119.8;25;5;245
BRENDA;1978-04-05 10:00:00;-11.5;119.7;25;5;250
BRENDA;1978-04-05 12:00:00;-11.5;119.6;25;5;255
BRENDA;1978-04-05 13:00:00;-11.5;119.5;25;5;255
BRENDA;1978-04-05 15:00:00;-11.6;119.3;25;5;255
BRENDA;1978-04-05 16:00:00;-11.6;119.2;25;5;260
BRENDA;1978-04-05 18:00:00;-11.6;119;25;5;260
BRENDA;1978-04-05 19:00:00;-11.6;118.9;25;6;260
BRENDA;1978-04-05 21:00:00;-11.7;118.8;25;6;260
BRENDA;1978-04-05 22:00:00;-11.7;118.7;25;5;260
BRENDA;1978-04-06 00:00:00;-11.7;118.5;25;5;265
BRENDA;1978-04-06 01:00:00;-11.7;118.4;25;4;265
BRENDA;1978-04-06 03:00:00;-11.7;118.3;25;4;265
BRENDA;1978-04-06 04:00:00;-11.7;118.2;25;4;260
BRENDA;1978-04-06 06:00:00;-11.8;118.1;25;4;260
BRENDA;1978-04-06 07:00:00;-11.8;118;25;4;265
BRENDA;1978-04-06 09:00:00;-11.8;117.9;25;4;265
BRENDA;1978-04-06 10:00:00;-11.8;117.8;25;4;265
BRENDA;1978-04-06 12:00:00;-11.8;117.7;25;4;260
BRENDA;1978-04-06 13:00:00;-11.8;117.6;25;4;255
BRENDA;1978-04-06 15:00:00;-11.8;117.5;28;4;255
BRENDA;1978-04-06 16:00:00;-11.9;117.4;30;4;255
BRENDA;1978-04-06 18:00:00;-11.9;117.3;30;4;260
BRENDA;1978-04-06 19:00:00;-11.9;117.2;30;5;255
BRENDA;1978-04-06 21:00:00;-12;117;33;5;255
BRENDA;1978-04-06 22:00:00;-12;116.9;35;5;260
BRENDA;1978-04-07 00:00:00;-12;116.8;38;5;260
BRENDA;1978-04-07 01:00:00;-12;116.7;40;4;255
BRENDA;1978-04-07 03:00:00;-12.1;116.6;40;4;255
BRENDA;1978-04-07 04:00:00;-12.1;116.5;40;4;255
BRENDA;1978-04-07 06:00:00;-12.1;116.4;40;4;255
BRENDA;1978-04-07 07:00:00;-12.1;116.3;40;5;250
BRENDA;1978-04-07 09:00:00;-12.2;116.1;43;5;250
BRENDA;1978-04-07 10:00:00;-12.2;116;45;5;250
BRENDA;1978-04-07 12:00:00;-12.3;115.9;45;5;245
BRENDA;1978-04-07 13:00:00;-12.3;115.8;45;5;240
BRENDA;1978-04-07 15:00:00;-12.4;115.6;45;5;240
BRENDA;1978-04-07 16:00:00;-12.4;115.6;45;5;240
BRENDA;1978-04-07 18:00:00;-12.5;115.4;48;5;240
BRENDA;1978-04-07 19:00:00;-12.6;115.3;50;5;240
BRENDA;1978-04-07 21:00:00;-12.7;115.2;50;5;240
BRENDA;1978-04-07 22:00:00;-12.7;115.1;50;5;240
BRENDA;1978-04-08 00:00:00;-12.8;115;50;5;240
BRENDA;1978-04-08 01:00:00;-12.8;114.9;50;5;240
BRENDA;1978-04-08 03:00:00;-12.9;114.8;50;5;235
BRENDA;1978-04-08 04:00:00;-12.9;114.7;50;5;230
BRENDA;1978-04-08 06:00:00;-13.1;114.6;50;5;230
BRENDA;1978-04-08 07:00:00;-13.1;114.5;50;6;230
BRENDA;1978-04-08 09:00:00;-13.2;114.3;50;6;230
BRENDA;1978-04-08 10:00:00;-13.3;114.2;50;6;225
BRENDA;1978-04-08 12:00:00;-13.5;114.1;50;6;225
BRENDA;1978-04-08 13:00:00;-13.5;114;50;6;220
BRENDA;1978-04-08 15:00:00;-13.7;113.9;50;6;220
BRENDA;1978-04-08 16:00:00;-13.8;113.8;50;5;210
BRENDA;1978-04-08 18:00:00;-13.9;113.7;50;5;210
BRENDA;1978-04-08 19:00:00;-14;113.7;50;5;200
BRENDA;1978-04-08 21:00:00;-14.1;113.6;50;5;200
BRENDA;1978-04-08 22:00:00;-14.2;113.6;50;4;195
BRENDA;1978-04-09 00:00:00;-14.3;113.6;50;4;0
BRENDA;1978-04-09 01:00:00;-14.4;113.6;50;3;0
BRENDA;1978-04-09 03:00:00;-14.5;113.6;50;3;170
BRENDA;1978-04-09 04:00:00;-14.5;113.7;50;3;150
BRENDA;1978-04-09 06:00:00;-14.6;113.7;50;3;145
BRENDA;1978-04-09 07:00:00;-14.7;113.7;50;2;140
BRENDA;1978-04-09 09:00:00;-14.7;113.8;50;2;135
BRENDA;1978-04-09 10:00:00;-14.7;113.8;50;2;120
BRENDA;1978-04-09 12:00:00;-14.8;113.9;50;2;115
BRENDA;1978-04-09 13:00:00;-14.8;113.9;50;3;100
BRENDA;1978-04-09 15:00:00;-14.8;114;50;3;95
BRENDA;1978-04-09 16:00:00;-14.8;114.1;50;3;90
BRENDA;1978-04-09 18:00:00;-14.8;114.2;50;3;90
BRENDA;1978-04-09 19:00:00;-14.8;114.2;50;3;85
BRENDA;1978-04-09 21:00:00;-14.8;114.4;50;4;90
BRENDA;1978-04-09 22:00:00;-14.8;114.4;50;4;95
BRENDA;1978-04-10 00:00:00;-14.8;114.6;50;4;95
BRENDA;1978-04-10 01:00:00;-14.8;114.6;50;5;110
BRENDA;1978-04-10 03:00:00;-14.9;114.8;50;5;110
BRENDA;1978-04-10 04:00:00;-14.9;114.9;50;5;115
BRENDA;1978-04-10 06:00:00;-15;115;50;5;115
BRENDA;1978-04-10 07:00:00;-15;115.1;50;5;125
BRENDA;1978-04-10 09:00:00;-15.1;115.3;50;5;130
BRENDA;1978-04-10 10:00:00;-15.2;115.3;50;5;125
BRENDA;1978-04-10 12:00:00;-15.3;115.5;47;5;125
BRENDA;1978-04-10 13:00:00;-15.3;115.5;45;4;120
BRENDA;1978-04-10 15:00:00;-15.4;115.7;45;4;120
BRENDA;1978-04-10 16:00:00;-15.4;115.7;45;4;115
BRENDA;1978-04-10 18:00:00;-15.5;115.9;45;4;120
BRENDA;1978-04-10 19:00:00;-15.5;115.9;45;4;120
BRENDA;1978-04-10 21:00:00;-15.6;116;42;4;120
BRENDA;1978-04-10 22:00:00;-15.6;116.1;40;3;125
BRENDA;1978-04-11 00:00:00;-15.7;116.2;40;3;120
BRENDA;1978-04-11 01:00:00;-15.7;116.2;40;3;115
BRENDA;1978-04-11 03:00:00;-15.8;116.3;37;3;115
BRENDA;1978-04-11 04:00:00;-15.8;116.4;35;3;110
BRENDA;1978-04-11 06:00:00;-15.8;116.5;35;3;110
BRENDA;1978-04-11 07:00:00;-15.8;116.5;35;3;105
BRENDA;1978-04-11 09:00:00;-15.8;116.6;32;3;105
BRENDA;1978-04-11 10:00:00;-15.9;116.7;30;3;110
BRENDA;1978-04-11 12:00:00;-15.9;116.8;30;3;105
BRENDA;1978-04-11 13:00:00;-15.9;116.8;30;4;90
BRENDA;1978-04-11 15:00:00;-15.9;117;30;4;90
BRENDA;1978-04-11 16:00:00;-15.9;117.1;30;3;90
BRENDA;1978-04-11 18:00:00;-15.9;117.2;30;3;90
BRENDA;1978-04-11 19:00:00;-15.9;117.2;30;3;95
BRENDA;1978-04-11 21:00:00;-15.9;117.3;30;3;100
BRENDA;1978-04-11 22:00:00;-15.9;117.4;30;3;120
BRENDA;1978-04-12 00:00:00;-16;117.5;30;3;130
